step,substep,layer_index,gamma,tau,kt_exact,branch_id,reason_code,gamma_m_global,f_mrdf,g_ref,g_t_ref,reload_factor,branch_kind
341,2,0,-2.4739933447e-09,-1.2616968677e-03,5.0953885022e+05,,1,,,,,,
341,3,0,-4.4501983786e-09,-2.2686224449e-03,5.0952201303e+05,,1,,,,,,
342,0,0,-3.5917176786e-09,-1.8310714302e-03,2.8016197492e+05,,1,,,,,,
342,1,0,-4.3118129212e-10,-2.2025647406e-04,3.4306363591e+05,,1,,,,,,
342,2,0,3.7858074139e-09,1.9288744989e-03,4.2698630557e+05,,1,,,,,,
342,3,0,7.3469777146e-09,3.7436689869e-03,4.9109335920e+05,,1,,,,,,
343,0,0,8.7275673155e-09,4.4471995298e-03,5.0958574582e+05,,1,,,,,,
343,1,0,7.2562322388e-09,3.6972928985e-03,2.9565228271e+05,,1,,,,,,
343,2,0,3.2032629088e-09,1.6316812834e-03,3.8538397850e+05,,1,,,,,,
343,3,0,-2.4104406446e-09,-1.2291311483e-03,5.0537926804e+05,,1,,,,,,
344,0,0,-7.9014058187e-09,-4.0271323252e-03,5.0954608311e+05,,1,,,,,,
344,1,0,-1.1482853680e-08,-5.8519714561e-03,5.0951639186e+05,,1,,,,,,
344,2,0,-1.2112410558e-08,-6.1727353618e-03,5.0951117317e+05,,1,,,,,,
344,3,0,-9.7852762228e-09,-4.9866561515e-03,3.1602527141e+05,,1,,,,,,
345,0,0,-5.2996950231e-09,-2.7006082975e-03,4.1808006457e+05,,1,,,,,,
345,1,0,-4.2536753916e-11,-2.1557329695e-05,5.0958111774e+05,,1,,,,,,
345,2,0,4.2001858299e-09,2.1403586360e-03,5.0954496473e+05,,1,,,,,,
345,3,0,5.9646277838e-09,3.0393984904e-03,5.0952993179e+05,,1,,,,,,
346,0,0,4.7837167791e-09,2.4375126787e-03,2.8755717198e+05,,1,,,,,,
346,1,0,1.1138839830e-09,5.6714702272e-04,3.6363330014e+05,,1,,,,,,
346,2,0,-3.8637106329e-09,-1.9695582273e-03,4.6681243703e+05,,1,,,,,,
346,3,0,-8.3614420929e-09,-4.2615412836e-03,5.0957274228e+05,,1,,,,,,
347,0,0,-1.0645232723e-08,-5.4252675478e-03,5.0955501139e+05,,1,,,,,,
347,1,0,-9.8751171117e-09,-5.0327545628e-03,2.8059841084e+05,,1,,,,,,
347,2,0,-6.2229979505e-09,-3.1714116365e-03,3.6369276907e+05,,1,,,,,,
347,3,0,-6.7499577919e-10,-3.4403642287e-04,4.8991290775e+05,,1,,,,,,
348,0,0,4.9887912840e-09,2.5420647129e-03,5.0955074736e+05,,1,,,,,,
348,1,0,8.7646888821e-09,4.4659949298e-03,5.0951857768e+05,,1,,,,,,
348,2,0,9.3929827315e-09,4.7861167998e-03,5.0951322534e+05,,1,,,,,,
348,3,0,6.7595708426e-09,3.4439391581e-03,3.2223397656e+05,,1,,,,,,
349,0,0,1.6646780848e-09,8.4738419790e-04,4.3668045849e+05,,1,,,,,,
349,1,0,-4.3864875110e-09,-2.2362302578e-03,5.0956803826e+05,,1,,,,,,
349,2,0,-9.3777974672e-09,-4.7795123259e-03,5.0952604966e+05,,1,,,,,,
349,3,0,-1.1618332942e-08,-5.9210886053e-03,5.0950720478e+05,,1,,,,,,
350,0,0,-1.0510451530e-08,-5.3564245982e-03,2.8828361127e+05,,1,,,,,,
350,1,0,-6.4966178267e-09,-3.3107482465e-03,3.7960704232e+05,,1,,,,,,
350,2,0,-8.7842178162e-10,-4.4763725553e-04,5.0463941558e+05,,1,,,,,,
350,3,0,4.2953908743e-09,2.1887632021e-03,5.0954836415e+05,,1,,,,,,
351,0,0,7.0215591786e-09,3.5778315547e-03,5.0952513760e+05,,1,,,,,,
351,1,0,6.3495211869e-09,3.2353064140e-03,2.7737947084e+05,,1,,,,,,
351,2,0,2.4843430128e-09,1.2653703513e-03,3.5964305007e+05,,1,,,,,,
351,3,0,-3.4355352887e-09,-1.7515292263e-03,4.8390799113e+05,,1,,,,,,
352,0,0,-9.3304593838e-09,-4.7554231912e-03,5.0955362654e+05,,1,,,,,,
352,1,0,-1.2874224433e-08,-6.5610915897e-03,5.0952538341e+05,,1,,,,,,
352,2,0,-1.2666340370e-08,-6.4551365998e-03,2.6780581291e+05,,1,,,,,,
352,3,0,-8.5877371600e-09,-4.3764187837e-03,3.6060361564e+05,,1,,,,,,
353,0,0,-1.6430008083e-09,-8.3727381413e-04,5.0958826621e+05,,1,,,,,,
353,1,0,6.0293830857e-09,3.0721963767e-03,5.0952289211e+05,,1,,,,,,
353,2,0,1.1786187091e-08,6.0052398324e-03,5.0947385609e+05,,1,,,,,,
353,3,0,1.3726304019e-08,6.9936472677e-03,5.0945733340e+05,,1,,,,,,
354,0,0,1.1333218843e-08,5.7739553464e-03,3.1753021256e+05,,1,,,,,,
354,1,0,5.2948756624e-09,2.6965972051e-03,4.5492211409e+05,,1,,,,,,
354,2,0,-2.6762827789e-09,-1.3653003076e-03,5.0954418673e+05,,1,,,,,,
354,3,0,-1.0018436649e-08,-5.1061768554e-03,5.0948163574e+05,,1,,,,,,
355,0,0,-1.4366766715e-08,-7.3214557684e-03,5.0944460095e+05,,1,,,,,,
355,1,0,-1.4586741919e-08,-7.4335188225e-03,5.0944272763e+05,,1,,,,,,
355,2,0,-1.0996791829e-08,-5.6038356379e-03,3.4475661108e+05,,1,,,,,,
355,3,0,-5.1067994543e-09,-2.6021408249e-03,4.7875846708e+05,,1,,,,,,
356,0,0,8.2071467631e-10,4.1836671699e-04,5.0955267813e+05,,1,,,,,,
356,1,0,4.4004852028e-09,2.2423747181e-03,5.0952217897e+05,,1,,,,,,
356,2,0,4.1747073424e-09,2.1272995528e-03,2.6756388528e+05,,1,,,,,,
356,3,0,7.6249412897e-11,3.8453461648e-05,3.4903190934e+05,,1,,,,,,
357,0,0,-6.7749927904e-09,-3.4531031722e-03,4.8078617739e+05,,1,,,,,,
357,1,0,-1.4113952812e-08,-7.1928086367e-03,5.0954613791e+05,,1,,,,,,
357,2,0,-1.9155281498e-08,-9.7614707849e-03,5.0950861593e+05,,1,,,,,,
357,3,0,-1.9937650153e-08,-1.0160086279e-02,5.0950279359e+05,,1,,,,,,
358,0,0,-1.6104223485e-08,-8.2063149609e-03,3.5029358047e+05,,1,,,,,,
358,1,0,-8.6626243192e-09,-4.4139475591e-03,5.0958789531e+05,,1,,,,,,
358,2,0,2.6971626251e-10,1.3748159994e-04,5.0951178986e+05,,1,,,,,,
358,3,0,7.8013233977e-09,3.9746267738e-03,5.0944764462e+05,,1,,,,,,
359,0,0,1.1522893191e-08,5.8704786908e-03,5.0941595738e+05,,1,,,,,,
359,1,0,1.0493679700e-08,5.3459097225e-03,2.8649697993e+05,,1,,,,,,
359,2,0,5.1797166529e-09,2.6376408758e-03,4.0741700732e+05,,1,,,,,,
359,3,0,-2.6771969491e-09,-1.3661892415e-03,5.0956294858e+05,,1,,,,,,
360,0,0,-1.0176532302e-08,-5.1872913715e-03,5.0949904846e+05,,1,,,,,,
360,1,0,-1.4415299846e-08,-7.3468316242e-03,5.0946294120e+05,,1,,,,,,
360,2,0,-1.3877941896e-08,-7.0729501502e-03,2.7530196240e+05,,1,,,,,,
360,3,0,-8.6489438310e-09,-4.4079591143e-03,3.9426821046e+05,,1,,,,,,
361,0,0,-2.0036577282e-10,-1.0259968428e-04,5.0956284396e+05,,1,,,,,,
361,1,0,8.6649823799e-09,4.4144663472e-03,5.0948732055e+05,,1,,,,,,
361,2,0,1.4738690788e-08,7.5087375966e-03,5.0943559773e+05,,1,,,,,,
361,3,0,1.5938121935e-08,8.1197533534e-03,5.0942538536e+05,,1,,,,,,
362,0,0,1.1992070099e-08,6.1085826698e-03,3.5286889548e+05,,1,,,,,,
362,1,0,4.1154398014e-09,2.0945389374e-03,5.0958321366e+05,,1,,,,,,
362,2,0,-5.2733543463e-09,-2.6894093311e-03,5.0950321060e+05,,1,,,,,,
362,3,0,-1.2967941000e-08,-6.6095140955e-03,5.0943767130e+05,,1,,,,,,
363,0,0,-1.6419679737e-08,-8.3678763978e-03,5.0940827877e+05,,1,,,,,,
363,1,0,-1.4796997974e-08,-7.5408330988e-03,2.9999566046e+05,,1,,,,,,
363,2,0,-8.8006183844e-09,-4.4848191683e-03,4.3641858021e+05,,1,,,,,,
363,3,0,-4.7196213013e-10,-2.4070324962e-04,5.0954807867e+05,,1,,,,,,
364,0,0,7.0332190185e-09,3.5832616746e-03,5.0948414513e+05,,1,,,,,,
364,1,0,1.0800890010e-08,5.5027403177e-03,5.0945205869e+05,,1,,,,,,
364,2,0,9.5190565932e-09,4.8494175948e-03,2.9224559057e+05,,1,,,,,,
364,3,0,3.5263992009e-09,1.7952825506e-03,4.2860780009e+05,,1,,,,,,
365,0,0,-5.3506391495e-09,-2.7282832365e-03,5.0954631879e+05,,1,,,,,,
365,1,0,-1.3878348425e-08,-7.0731823980e-03,5.0947366495e+05,,1,,,,,,
365,2,0,-1.8709267170e-08,-9.5342683840e-03,5.0943252015e+05,,1,,,,,,
365,3,0,-1.8008153247e-08,-9.1769240068e-03,2.7902794593e+05,,1,,,,,,
366,0,0,-1.1767495998e-08,-5.9963715601e-03,4.2101054739e+05,,1,,,,,,
366,1,0,-1.6600214515e-09,-8.4582450222e-04,5.0953869356e+05,,1,,,,,,
366,2,0,9.0403149706e-09,4.6058490894e-03,5.0944755364e+05,,1,,,,,,
366,3,0,1.6603525400e-08,8.4585908461e-03,5.0938316270e+05,,1,,,,,,
367,0,0,1.8555653421e-08,9.4529338616e-03,5.0936654670e+05,,1,,,,,,
367,1,0,1.4494266796e-08,7.3829829611e-03,3.5549273757e+05,,1,,,,,,
367,2,0,5.8050630694e-09,2.9548801924e-03,5.0957530584e+05,,1,,,,,,
367,3,0,-4.6498867988e-09,-2.3721801694e-03,5.0948622477e+05,,1,,,,,,
368,0,0,-1.3080225703e-08,-6.6669475190e-03,5.0941442728e+05,,1,,,,,,
368,1,0,-1.6503581659e-08,-8.4107692263e-03,5.0938528045e+05,,1,,,,,,
368,2,0,-1.3940295201e-08,-7.1043321585e-03,3.2139575522e+05,,1,,,,,,
368,3,0,-6.2174720137e-09,-3.1685710849e-03,4.9601382914e+05,,1,,,,,,
369,0,0,4.1474899161e-09,2.1128680283e-03,5.0950801130e+05,,1,,,,,,
369,1,0,1.3308245060e-08,6.7799172637e-03,5.0942999615e+05,,1,,,,,,
369,2,0,1.7831600790e-08,9.0841183744e-03,5.0939148698e+05,,1,,,,,,
369,3,0,1.6162718491e-08,8.2335280752e-03,3.0105216880e+05,,1,,,,,,
370,0,0,8.6966556789e-09,4.4285516807e-03,4.7093331803e+05,,1,,,,,,
370,1,0,-2.3339827882e-09,-1.1921606630e-03,5.0951212133e+05,,1,,,,,,
370,2,0,-1.3130989512e-08,-6.6927845413e-03,5.0942015934e+05,,1,,,,,,
370,3,0,-1.9819429447e-08,-1.0099749257e-02,5.0936321568e+05,,1,,,,,,
371,0,0,-2.0147009152e-08,-1.0266602022e-02,5.0936042722e+05,,1,,,,,,
371,1,0,-1.4097642883e-08,-7.1834984868e-03,4.0070854684e+05,,1,,,,,,
371,2,0,-3.5426241613e-09,-1.8048304217e-03,5.0954248330e+05,,1,,,,,,
371,3,0,8.2378426448e-09,4.1971447794e-03,5.0944214359e+05,,1,,,,,,
372,0,0,1.7272636157e-08,8.7994099146e-03,5.0936522894e+05,,1,,,,,,
372,1,0,2.0614104920e-08,1.0501350007e-02,5.0933679103e+05,,1,,,,,,
372,2,0,1.7514064877e-08,8.9213516594e-03,3.3361738369e+05,,1,,,,,,
372,3,0,9.1765992369e-09,4.6724142807e-03,5.0958649779e+05,,1,,,,,,
373,0,0,-1.4764066611e-09,-7.5567482829e-04,5.0949572445e+05,,1,,,,,,
373,1,0,-1.0355795466e-08,-5.2792767851e-03,5.0942009984e+05,,1,,,,,,
373,2,0,-1.4111389850e-08,-7.1923538424e-03,5.0938812374e+05,,1,,,,,,
373,3,0,-1.1494670224e-08,-5.8586839658e-03,3.2261005097e+05,,1,,,,,,
374,0,0,-3.2306798586e-09,-1.6471529964e-03,5.0729769293e+05,,1,,,,,,
374,1,0,8.0383626091e-09,4.0948538831e-03,5.0949525021e+05,,1,,,,,,
374,2,0,1.8114057548e-08,9.2278555620e-03,5.0940945336e+05,,1,,,,,,
374,3,0,2.3139981746e-08,1.1787947343e-02,5.0936667216e+05,,1,,,,,,
375,0,0,2.1247865262e-08,1.0823581663e-02,3.0613083767e+05,,1,,,,,,
375,1,0,1.2710260500e-08,6.4725658641e-03,4.9876985737e+05,,1,,,,,,
375,2,0,-6.3431094017e-11,-3.6082881640e-05,5.0948624709e+05,,1,,,,,,
375,3,0,-1.2857786929e-08,-6.5538169972e-03,5.0937729702e+05,,1,,,,,,
376,0,0,-2.1385430161e-08,-1.0897189194e-02,5.0930471764e+05,,1,,,,,,
376,1,0,-2.3052888548e-08,-1.1746398403e-02,5.0929052929e+05,,1,,,,,,
376,2,0,-1.7608457141e-08,-8.9715897755e-03,3.8694752358e+05,,1,,,,,,
376,3,0,-6.9673320227e-09,-3.5489904817e-03,5.0954690199e+05,,1,,,,,,
377,0,0,5.1589438133e-09,2.6292063506e-03,5.0944361383e+05,,1,,,,,,
377,1,0,1.4244383233e-08,7.2572819885e-03,5.0936626650e+05,,1,,,,,,
377,2,0,1.6986262286e-08,8.6538379024e-03,5.0934293068e+05,,1,,,,,,
377,3,0,1.2541374628e-08,6.3884370737e-03,3.6421821887e+05,,1,,,,,,
378,0,0,2.2789941414e-09,1.1587341793e-03,5.0955863152e+05,,1,,,,,,
378,1,0,-1.0475646264e-08,-5.3397266565e-03,5.0944997323e+05,,1,,,,,,
378,2,0,-2.1076231270e-08,-1.0739608539e-02,5.0935971680e+05,,1,,,,,,
378,3,0,-2.5647738632e-08,-1.3068004255e-02,5.0932080800e+05,,1,,,,,,
379,0,0,-2.2650638959e-08,-1.1540470189e-02,3.3126713590e+05,,1,,,,,,
379,1,0,-1.2874190866e-08,-6.5582520614e-03,5.0957512352e+05,,1,,,,,,
379,2,0,7.0739610425e-10,3.6171875466e-04,5.0945942512e+05,,1,,,,,,
379,3,0,1.3470986763e-08,6.8634275334e-03,5.0935076458e+05,,1,,,,,,
380,0,0,2.1076823458e-08,1.0737119189e-02,5.0928604565e+05,,1,,,,,,
380,1,0,2.1238976940e-08,1.0819699236e-02,5.0928466613e+05,,1,,,,,,
380,2,0,1.4199219449e-08,7.2318664318e-03,4.2325950224e+05,,1,,,,,,
380,3,0,2.4369957661e-09,1.2381918226e-03,5.0952374165e+05,,1,,,,,,
381,0,0,-9.9285277437e-09,-5.0615891151e-03,5.0941841878e+05,,1,,,,,,
381,1,0,-1.8383755048e-08,-9.3684407420e-03,5.0934643810e+05,,1,,,,,,
381,2,0,-1.9953275985e-08,-1.0167840545e-02,5.0933307977e+05,,1,,,,,,
381,3,0,-1.4265845917e-08,-7.2691913364e-03,3.9247472252e+05,,1,,,,,,
382,0,0,-3.2281024484e-09,-1.6445227389e-03,5.0954145376e+05,,1,,,,,,
382,1,0,9.4392046769e-09,4.8092215239e-03,5.0943356304e+05,,1,,,,,,
382,2,0,1.9043328725e-08,9.7013904401e-03,5.0935180647e+05,,1,,,,,,
382,3,0,2.1994230959e-08,1.1204363838e-02,5.0932669412e+05,,1,,,,,,
383,0,0,1.7230986861e-08,8.7767147759e-03,3.7146119522e+05,,1,,,,,,
383,1,0,6.0474771128e-09,3.0776818993e-03,5.0954807032e+05,,1,,,,,,
383,2,0,-8.1528476695e-09,-4.1571059427e-03,5.0942710855e+05,,1,,,,,,
383,3,0,-2.0464087894e-08,-1.0428002028e-02,5.0932230595e+05,,1,,,,,,
384,0,0,-2.6596438187e-08,-1.3551098505e-02,5.0927012611e+05,,1,,,,,,
384,1,0,-2.4655240062e-08,-1.2561717528e-02,3.0724325791e+05,,1,,,,,,
384,2,0,-1.5192794078e-08,-7.7394180018e-03,5.0958679751e+05,,1,,,,,,
384,3,0,-1.2088266889e-09,-6.1428557183e-04,5.0946766440e+05,,1,,,,,,
385,0,0,1.2243583197e-08,6.2383782020e-03,5.0935313609e+05,,1,,,,,,
385,1,0,2.0355661526e-08,1.0369903147e-02,5.0928410932e+05,,1,,,,,,
385,2,0,2.0550254348e-08,1.0469003187e-02,5.0928245384e+05,,1,,,,,,
385,3,0,1.3010895226e-08,6.6265636023e-03,4.3462661811e+05,,1,,,,,,
386,0,0,3.4359611814e-10,1.7179635055e-04,5.0951177434e+05,,1,,,,,,
386,1,0,-1.3184758722e-08,-6.7201673915e-03,5.0939655831e+05,,1,,,,,,
386,2,0,-2.2780984704e-08,-1.1607945572e-02,5.0931487665e+05,,1,,,,,,
386,3,0,-2.5111155982e-08,-1.2794681308e-02,5.0929504832e+05,,1,,,,,,
387,0,0,-1.9571199137e-08,-9.9711895286e-03,3.8912079976e+05,,1,,,,,,
387,1,0,-8.0115872969e-09,-4.0805962236e-03,5.0953826261e+05,,1,,,,,,
387,2,0,5.6970827613e-09,2.9035936886e-03,5.0942150632e+05,,1,,,,,,
387,3,0,1.6531796134e-08,8.4224086428e-03,5.0932928239e+05,,1,,,,,,
388,0,0,2.0539663821e-08,1.0463610585e-02,5.0929518014e+05,,1,,,,,,
388,1,0,1.6400653702e-08,8.3540990434e-03,3.5725773148e+05,,1,,,,,,
388,2,0,5.2879829561e-09,2.6911004451e-03,5.0955399301e+05,,1,,,,,,
388,3,0,-9.3148859562e-09,-4.7488394118e-03,5.0942959905e+05,,1,,,,,,
389,0,0,-2.2227866131e-08,-1.1326238894e-02,5.0931967382e+05,,1,,,,,,
389,1,0,-2.8876905168e-08,-1.4712442441e-02,5.0926309894e+05,,1,,,,,,
389,2,0,-2.7175385307e-08,-1.3845217783e-02,3.0178995276e+05,,1,,,,,,
389,3,0,-1.7587076427e-08,-8.9587604007e-03,5.0958776762e+05,,1,,,,,,
390,0,0,-3.1755928914e-09,-1.6158119997e-03,5.0946499317e+05,,1,,,,,,
390,1,0,1.0778604488e-08,5.4923930568e-03,5.0934619630e+05,,1,,,,,,
390,2,0,1.9187500893e-08,9.7750175738e-03,5.0927464732e+05,,1,,,,,,
390,3,0,1.9294587014e-08,9.8295521782e-03,5.0927373634e+05,,1,,,,,,
391,0,0,1.1278112083e-08,5.7439670882e-03,4.4548219093e+05,,1,,,,,,
391,1,0,-2.0670909286e-09,-1.0561376862e-03,5.0950193448e+05,,1,,,,,,
391,2,0,-1.6154059657e-08,-8.2325066217e-03,5.0938196929e+05,,1,,,,,,
391,3,0,-2.5859034790e-08,-1.3175524166e-02,5.0929936906e+05,,1,,,,,,
392,0,0,-2.7595043907e-08,-1.4059634991e-02,5.0928459778e+05,,1,,,,,,
392,1,0,-2.0664194801e-08,-1.0527304303e-02,4.2076440383e+05,,1,,,,,,
392,2,0,-7.0653489162e-09,-3.5978394094e-03,5.0950904111e+05,,1,,,,,,
392,3,0,9.0106293535e-09,4.5917743156e-03,5.0937215325e+05,,1,,,,,,
393,0,0,2.2137814719e-08,1.1277488538e-02,5.0926045374e+05,,1,,,,,,
393,1,0,2.7890775277e-08,1.4207009538e-02,5.0921152410e+05,,1,,,,,,
393,2,0,2.4592964212e-08,1.2526216055e-02,3.3811606189e+05,,1,,,,,,
393,3,0,1.3302561283e-08,6.7725703879e-03,5.0955964844e+05,,1,,,,,,
394,0,0,-2.3103292711e-09,-1.1819820368e-03,5.0942665137e+05,,1,,,,,,
394,1,0,-1.6602247895e-08,-8.4616317493e-03,5.0930499526e+05,,1,,,,,,
394,2,0,-2.4527258687e-08,-1.2497493436e-02,5.0923757210e+05,,1,,,,,,
394,3,0,-2.3636597245e-08,-1.2043541054e-02,2.8334079292e+05,,1,,,,,,
395,0,0,-1.4159363702e-08,-7.2136180846e-03,4.9757085250e+05,,1,,,,,,
395,1,0,8.4225393474e-10,4.3009886190e-04,5.0946781979e+05,,1,,,,,,
395,2,0,1.5798772735e-08,8.0488595970e-03,5.0934049140e+05,,1,,,,,,
395,3,0,2.5163148960e-08,1.2818012194e-02,5.0926081729e+05,,1,,,,,,
396,0,0,2.5747153583e-08,1.3115412391e-02,5.0925584965e+05,,1,,,,,,
396,1,0,1.7442564609e-08,8.8830009546e-03,4.5203618958e+05,,1,,,,,,
396,2,0,2.9655917093e-09,1.5063071907e-03,5.0948984027e+05,,1,,,,,,
396,3,0,-1.2937568571e-08,-6.5949632807e-03,5.0935442453e+05,,1,,,,,,
397,0,0,-2.4786120796e-08,-1.2629314998e-02,5.0925360181e+05,,1,,,,,,
397,1,0,-2.8574033779e-08,-1.4558200918e-02,5.0922138160e+05,,1,,,,,,
397,2,0,-2.3257830596e-08,-1.1848742069e-02,3.8403001538e+05,,1,,,,,,
397,3,0,-1.0592367188e-08,-5.3946613033e-03,5.0953074770e+05,,1,,,,,,
398,0,0,5.2432251953e-09,2.6728650827e-03,5.0939588942e+05,,1,,,,,,
398,1,0,1.8552432916e-08,9.4516004123e-03,5.0928262637e+05,,1,,,,,,
398,2,0,2.4623638045e-08,1.2543308789e-02,5.0923098394e+05,,1,,,,,,
398,3,0,2.1563954980e-08,1.0983878649e-02,3.3269829030e+05,,1,,,,,,
399,0,0,1.0258053261e-08,5.2223117211e-03,5.0956154459e+05,,1,,,,,,
399,1,0,-5.6701017487e-09,-2.8928727127e-03,5.0942586040e+05,,1,,,,,,
399,2,0,-2.0433767084e-08,-1.0412765807e-02,5.0930018962e+05,,1,,,,,,
399,3,0,-2.8698606451e-08,-1.4621633805e-02,5.0922987724e+05,,1,,,,,,
400,0,0,-2.7735292332e-08,-1.4130652112e-02,2.8499393134e+05,,1,,,,,,
400,1,0,-1.7662150071e-08,-8.9970666177e-03,5.0958992687e+05,,1,,,,,,
400,2,0,-1.5558751360e-09,-7.9067145759e-04,5.0945271804e+05,,1,,,,,,
400,3,0,1.4993503739e-08,7.6391074675e-03,5.0931184616e+05,,1,,,,,,
401,0,0,2.6266787224e-08,1.3380011802e-02,5.0921595032e+05,,1,,,,,,
401,1,0,2.8720147275e-08,1.4629233673e-02,5.0919508783e+05,,1,,,,,,
401,2,0,2.1868505298e-08,1.1137268788e-02,4.1897722906e+05,,1,,,,,,
401,3,0,8.0904951443e-09,4.1165098766e-03,5.0950817294e+05,,1,,,,,,
402,0,0,-8.0170909704e-09,-4.0891890610e-03,5.0937100369e+05,,1,,,,,,
402,1,0,-2.0790766403e-08,-1.0594864274e-02,5.0926230166e+05,,1,,,,,,
402,2,0,-2.5858375582e-08,-1.3175415838e-02,5.0921919574e+05,,1,,,,,,
402,3,0,-2.1779537188e-08,-1.1096570669e-02,3.5587805768e+05,,1,,,,,,
403,0,0,-9.9133857274e-09,-5.0496326083e-03,5.0954810051e+05,,1,,,,,,
403,1,0,5.8070941212e-09,2.9595396594e-03,5.0941420955e+05,,1,,,,,,
403,2,0,1.9651604337e-08,1.0011148936e-02,5.0929638079e+05,,1,,,,,,
403,3,0,2.6689167184e-08,1.3595036892e-02,5.0923651538e+05,,1,,,,,,
404,0,0,2.4733546816e-08,1.2598305378e-02,3.0757588291e+05,,1,,,,,,
404,1,0,1.4344374236e-08,7.3037666691e-03,5.0957876647e+05,,1,,,,,,
404,2,0,-1.1043443879e-09,-5.6745955629e-04,5.0944715220e+05,,1,,,,,,
404,3,0,-1.5905029749e-08,-8.1065328835e-03,5.0932115139e+05,,1,,,,,,
405,0,0,-2.4649587953e-08,-1.2559869036e-02,5.0924674997e+05,,1,,,,,,
405,1,0,-2.4435204322e-08,-1.2450601332e-02,2.6795362276e+05,,1,,,,,,
405,2,0,-1.5155834716e-08,-7.7214530582e-03,4.7906827317e+05,,1,,,,,,
405,3,0,3.8552914147e-10,1.9736164016e-04,5.0947066816e+05,,1,,,,,,
406,0,0,1.6780547646e-08,8.5488298349e-03,5.0933109642e+05,,1,,,,,,
406,1,0,2.8217246922e-08,1.4373173288e-02,5.0923380088e+05,,1,,,,,,
406,2,0,3.0950114190e-08,1.5764764106e-02,5.0921055953e+05,,1,,,,,,
406,3,0,2.4318777566e-08,1.2385072211e-02,4.1396349241e+05,,1,,,,,,
407,0,0,1.0530607963e-08,5.3591102037e-03,5.0950996462e+05,,1,,,,,,
407,1,0,-5.9176829356e-09,-3.0201600237e-03,5.0936989485e+05,,1,,,,,,
407,2,0,-1.9337268459e-08,-9.8547457616e-03,5.0925569966e+05,,1,,,,,,
407,3,0,-2.5249250093e-08,-1.2865210162e-02,5.0920541471e+05,,1,,,,,,
408,0,0,-2.2075580619e-08,-1.1247686107e-02,3.3528407535e+05,,1,,,,,,
408,1,0,-1.1021412799e-08,-5.6144032937e-03,5.0956273169e+05,,1,,,,,,
408,2,0,4.0991499947e-09,2.0893961649e-03,5.0943393764e+05,,1,,,,,,
408,3,0,1.7586370449e-08,8.9593191635e-03,5.0931913585e+05,,1,,,,,,
409,0,0,2.4461941046e-08,1.2460879369e-02,5.0926064064e+05,,1,,,,,,
409,1,0,2.2437336321e-08,1.1428988845e-02,3.0914584508e+05,,1,,,,,,
409,2,0,1.2016761953e-08,6.1184549301e-03,5.0957791034e+05,,1,,,,,,
409,3,0,-3.5262012410e-09,-1.8007692841e-03,5.0944549338e+05,,1,,,,,,
410,0,0,-1.8727056114e-08,-9.5436253060e-03,5.0931608763e+05,,1,,,,,,
410,1,0,-2.8257380503e-08,-1.4397045144e-02,5.0923500412e+05,,1,,,,,,
410,2,0,-2.9069939831e-08,-1.4810812646e-02,5.0922809264e+05,,1,,,,,,
410,3,0,-2.1131875239e-08,-1.0765186494e-02,4.4367803990e+05,,1,,,,,,
411,0,0,-7.1291290997e-09,-3.6300585865e-03,5.0949702178e+05,,1,,,,,,
411,1,0,8.3301319321e-09,4.2452293810e-03,5.0936539283e+05,,1,,,,,,
411,2,0,1.9962151474e-08,1.0169446446e-02,5.0926641631e+05,,1,,,,,,
411,3,0,2.3942489998e-08,1.2196369023e-02,5.0923256055e+05,,1,,,,,,
412,0,0,1.9310684872e-08,9.8357068466e-03,3.6847061813e+05,,1,,,,,,
412,1,0,7.7514139604e-09,3.9451946554e-03,5.0954598824e+05,,1,,,,,,
412,2,0,-6.7845919314e-09,-3.4605632624e-03,5.0942216938e+05,,1,,,,,,
412,3,0,-1.8937287627e-08,-9.6506488696e-03,5.0931871881e+05,,1,,,,,,
413,0,0,-2.4330799624e-08,-1.2397465720e-02,5.0927282576e+05,,1,,,,,,
413,1,0,-2.1290141606e-08,-1.0847731825e-02,3.3225779376e+05,,1,,,,,,
413,2,0,-1.0737659865e-08,-5.4700760422e-03,5.0956814006e+05,,1,,,,,,
413,3,0,3.8861859390e-09,1.9807642787e-03,5.0944357169e+05,,1,,,,,,
414,0,0,1.7210654201e-08,8.7679294931e-03,5.0933014863e+05,,1,,,,,,
414,1,0,2.4415542726e-08,1.2437275028e-02,5.0926884836e+05,,1,,,,,,
414,2,0,2.3184689045e-08,1.1809935294e-02,2.9108414386e+05,,1,,,,,,
414,3,0,1.3845599352e-08,7.0504375846e-03,5.0143401892e+05,,1,,,,,,
415,0,0,-6.2877942623e-10,-3.2464497885e-04,5.0947056548e+05,,1,,,,,,
415,1,0,-1.5101003473e-08,-7.6967808680e-03,5.0934734289e+05,,1,,,,,,
415,2,0,-2.4451794779e-08,-1.2459081752e-02,5.0926777236e+05,,1,,,,,,
415,3,0,-2.5684796371e-08,-1.3086984398e-02,5.0925728283e+05,,1,,,,,,
416,0,0,-1.8673757703e-08,-9.5137873114e-03,4.2258797998e+05,,1,,,,,,
416,1,0,-5.8692818012e-09,-2.9890679022e-03,5.0951512568e+05,,1,,,,,,
416,2,0,8.3916663834e-09,4.2761159530e-03,5.0939368393e+05,,1,,,,,,
416,3,0,1.8996954542e-08,9.6777749620e-03,5.0930342712e+05,,1,,,,,,
